Geographic Area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit of Measure
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2001,18,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2002,17,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2003,16,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2004,14,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2005,13,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2006,12,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2007,12,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2008,11,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2009,10,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2010,9,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2011,9,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2012,8,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2013,7,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2014,7,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2015,6,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2016,6,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2017,5,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2018,5,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2019,5,Percent
Eastern Asia,Height-for-age <-2 SD (stunting),Total,2020,4,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,1985,36,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,1986,36,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,1987,36,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,1988,36,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,1989,36,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,1990,36,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,1991,36,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,1992,36,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,1993,36,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,1994,37,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,1995,37,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,1996,37,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,1997,37,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,1998,37,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,1999,37,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2000,37,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2001,37,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2002,37,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2003,37,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2004,37,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2005,37,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2006,37,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2007,37,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2008,38,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2009,38,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2010,38,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2011,38,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2012,38,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2013,38,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2014,38,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2015,38,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2016,38,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2017,38,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2018,38,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2019,38,Percent
Oceania excluding Australia and New Zealand,Height-for-age <-2 SD (stunting),Total,2020,38,Percent
North America,Height-for-age <-2 SD (stunting),Total,1985,3,Percent
North America,Height-for-age <-2 SD (stunting),Total,1986,3,Percent
North America,Height-for-age <-2 SD (stunting),Total,1987,3,Percent
North America,Height-for-age <-2 SD (stunting),Total,1988,3,Percent
North America,Height-for-age <-2 SD (stunting),Total,1989,3,Percent
North America,Height-for-age <-2 SD (stunting),Total,1990,3,Percent
North America,Height-for-age <-2 SD (stunting),Total,1991,3,Percent
North America,Height-for-age <-2 SD (stunting),Total,1992,3,Percent
North America,Height-for-age <-2 SD (stunting),Total,1993,3,Percent
North America,Height-for-age <-2 SD (stunting),Total,1994,3,Percent
North America,Height-for-age <-2 SD (stunting),Total,1995,3,Percent
North America,Height-for-age <-2 SD (stunting),Total,1996,3,Percent
North America,Height-for-age <-2 SD (stunting),Total,1997,3,Percent
North America,Height-for-age <-2 SD (stunting),Total,1998,3,Percent
North America,Height-for-age <-2 SD (stunting),Total,1999,3,Percent
North America,Height-for-age <-2 SD (stunting),Total,2000,3,Percent
North America,Height-for-age <-2 SD (stunting),Total,2001,3,Percent
North America,Height-for-age <-2 SD (stunting),Total,2002,3,Percent
North America,Height-for-age <-2 SD (stunting),Total,2003,3,Percent
North America,Height-for-age <-2 SD (stunting),Total,2004,3,Percent
North America,Height-for-age <-2 SD (stunting),Total,2005,3,Percent
North America,Height-for-age <-2 SD (stunting),Total,2006,3,Percent
North America,Height-for-age <-2 SD (stunting),Total,2007,3,Percent
North America,Height-for-age <-2 SD (stunting),Total,2008,3,Percent
North America,Height-for-age <-2 SD (stunting),Total,2009,3,Percent
North America,Height-for-age <-2 SD (stunting),Total,2010,3,Percent
North America,Height-for-age <-2 SD (stunting),Total,2011,3,Percent
North America,Height-for-age <-2 SD (stunting),Total,2012,3,Percent
North America,Height-for-age <-2 SD (stunting),Total,2013,3,Percent
North America,Height-for-age <-2 SD (stunting),Total,2014,3,Percent
North America,Height-for-age <-2 SD (stunting),Total,2015,3,Percent
North America,Height-for-age <-2 SD (stunting),Total,2016,3,Percent
North America,Height-for-age <-2 SD (stunting),Total,2017,3,Percent
North America,Height-for-age <-2 SD (stunting),Total,2018,3,Percent
North America,Height-for-age <-2 SD (stunting),Total,2019,3,Percent
North America,Height-for-age <-2 SD (stunting),Total,2020,3,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,1985,48,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,1986,46,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,1987,44,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,1988,42,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,1989,41,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,1990,39,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,1991,37,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,1992,36,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,1993,34,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,1994,33,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,1995,32,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,1996,31,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,1997,30,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,1998,29,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,1999,27,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,2000,26,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,2001,25,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,2002,24,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,2003,23,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,2004,22,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,2005,22,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,2006,21,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,2007,20,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,2008,19,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,2009,18,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,2010,17,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,2011,17,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,2012,16,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,2013,15,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,2014,15,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,2015,14,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,2016,14,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,2017,13,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,2018,13,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,2019,12,Percent
Eastern and South-Eastern Asia,Height-for-age <-2 SD (stunting),Total,2020,12,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,1985,63,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,1986,62,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,1987,61,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,1988,60,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,1989,59,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,1990,58,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,1991,57,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,1992,56,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,1993,55,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,1994,54,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,1995,53,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,1996,52,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,1997,51,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,1998,51,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,1999,50,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,2000,49,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,2001,48,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,2002,47,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,2003,46,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,2004,45,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,2005,44,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,2006,43,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,2007,42,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,2008,41,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,2009,40,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,2010,39,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,2011,38,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,2012,37,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,2013,36,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,2014,35,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,2015,35,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,2016,34,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,2017,33,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,2018,32,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,2019,31,Percent
Least developed countries (LDCs),Height-for-age <-2 SD (stunting),Total,2020,30,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,1985,55,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,1986,55,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,1987,54,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,1988,53,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,1989,53,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,1990,52,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,1991,51,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,1992,51,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,1993,50,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,1994,50,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,1995,49,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,1996,48,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,1997,48,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,1998,47,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,1999,46,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,2000,46,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,2001,45,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,2002,45,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,2003,44,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,2004,43,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,2005,43,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,2006,42,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,2007,42,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,2008,41,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,2009,40,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,2010,40,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,2011,39,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,2012,39,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,2013,38,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,2014,37,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,2015,37,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,2016,36,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,2017,36,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,2018,35,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,2019,34,Percent
Eastern Africa,Height-for-age <-2 SD (stunting),Total,2020,34,Percent
Central and Southern Asia,Height-for-age <-2 SD (stunting),Total,1985,64,Percent
Central and Southern Asia,Height-for-age <-2 SD (stunting),Total,1986,63,Percent
Central and Southern Asia,Height-for-age <-2 SD (stunting),Total,1987,62,Percent
Central and Southern Asia,Height-for-age <-2 SD (stunting),Total,1988,61,Percent
Central and Southern Asia,Height-for-age <-2 SD (stunting),Total,1989,60,Percent
Central and Southern Asia,Height-for-age <-2 SD (stunting),Total,1990,59,Percent
Central and Southern Asia,Height-for-age <-2 SD (stunting),Total,1991,58,Percent
